word,word_meaning,cefr_rating
strobe,The strobes and loud music in the club made her want to dance.,-1
veranda,Every evening we sat on the veranda watching the sun go down.,-1
incest,a victim of incest,-1
continuation,The continuation of the strike caused a lot of hardship.,-1
newlywed,The hotel has a special discount rate for newlyweds.,-1
coiled,a coiled spring,-1
european,a European city,-1
dependant,My pension will provide for my dependants.,-1
british,He’s got a British passport.,-1
sepoy,"The sepoys were placed on the right and left in equal divisions.

From Wikipedia",-1
sikh,She married a Sikh.,-1
english,American/British English,-1
phd,a PhD student/thesis,-1
imbue sth/sb with sth,"His poetry is imbued with deep, religious feeling.",-1
#NAME?,"a 50,000-seater stadium",-1
-cum-,This is my bedroom-cum-study.,-1
socio-,socioeconomic,-1
familiarize yourself with sth,We spent a few minutes familiarizing ourselves with the day’s schedule.,-1
ambience,"Despite being a busy city, Dublin has the ambience of a country town.",-1
tops,She is tops in her field.,-1
cobble,The cart rumbled over the cobbles.,-1
egyptian,Egyptian art,-1
aces,the ace of hearts/clubs/spades/diamonds,-1
pasteurize,pasteurized milk/cheese,-1
#NAME?,landscape,-1
alaskan,Native Alaskans are a tiny fraction of a percent of the state’s population.,-1
spirited,The home team's spirited playing ensured them a comfortable victory.,-1
run-time,The run-time will be five hours.,-1
repugnance,The thought of eating meat fills me with repugnance.,-1
detestation,He looked at her with detestation.,-1
sticking,carrot/bread sticks,-1
frisbee,"Soon after, Stein and two other men started a Frisbee competition for people and their dogs.",-1
mischief,"She's a lively little girl, full of mischief.",-1
teetotaler,He himself was a non-smoking teetotaller.,-1
portuguese,Portuguese food/customs,-1
humor,He has a wonderful sense of humor.,-1
brahman,Brahmans traditionally become priests in the Hindu religion.,-1
clinically,Doctors pronounced him clinically dead.,-1
chronicle,the Anglo-Saxon Chronicle,-1
chelate,magnesium chelate,-1
effervescent,effervescent vitamin C supplements,-1
anaemia,The main symptoms of anaemia are tiredness and pallor.,-1
digitize,to digitize sound,-1
processional,There was tight security along the processional route.,-1
treasure trove,a treasure trove of information,-1
telugu,This area of Mumbai was largely settled by Tamils and Telegus from southern India.,-1
snout,a pig’s snout,-1
buddhist,Ask the librarian if they have any information on Buddhist festivals.,-1
indian,an Indian family,-1
anglo,"The students are Anglos, Latinos, and Native Americans.",-1
landowning,She was born into a wealthy landowning family.,-1
sainthood,The Pope had approved elevating him to sainthood.,-1
secularize,He claims that Western secularized society makes it difficult to live as a Christian.,-1
insensitively,Overweight patients have long complained that doctors treat them insensitively.,-1
cruciform,The back is overlaid with a plate of silver cut in cruciform pattern.,-1
predecease,Her husband predeceased her by five years.,-1
wino,There were the usual bunch of winos in the park.,-1
debauchee,He gave a convincing stage performance as the unpleasant young debauchee.,-1
boozer,the local boozer,-1
decease,The house will not be yours till after your mother's decease.,-1
card sharp,"There is a consciousness among all who speak of him that he amasses his money not by honest trade, but by unknown tricks,—as does a card sharper.",-1
warring,warring tribes,-1
bellicose,The general made some bellicose statements about his country's military strength.,-1
surpassing,a face of surpassing beauty,-1
hawaiian,The party was thrown by a slightly eccentric Hawaiian.,-1
make believe,The ideal of a perfectly fair society is just make-believe.,-1
the nitty-gritty,Let’s get down to the nitty-gritty - how much will it cost?,-1
toggle,Select the function you require by pointing to the toggle (= image of a button on the screen) with the mouse and then clicking.,-1
acrimonious,an acrimonious dispute,-1
maladjusted,a residential school for disturbed and maladjusted children,-1
inhibited,The presence of strangers made her feel inhibited.,-1
dead end,a dead-end street,-1
blind alley,This sort of thinking just seems to be leading us up/down a blind alley.,-1
ill-advised,an ill-advised career move,-1
zigzag,a zigzag path/road/coastline,-1
dotty,a dotty old woman,-1
brainless,What sort of brainless idiot would do that?,-1
third-rate,I don't want to work for some third-rate company.,-1
sub-par,The economy posted sub-par annual growth of less than 2% for four straight quarters.,-1
grotty,a grotty little room,-1
anglicize,"She married Norwegian immigrant Niels Larsen, who later anglicized his name.",-1
unashamed,"Afterwards he spent five minutes with the president, of whom he is an unashamed admirer.",-1
manpower,The industry has suffered from a lack of manpower.,-1
inventiveness,Her performance was full of wit and inventiveness.,-1
passer-by,"The gunmen opened fire, killing a policeman and a passer-by.",-1
counsel,The police have provided experts to counsel local people affected by the tragedy.,-1
artery,Hardening of the coronary arteries can lead to a heart attack.,-1
inhere in sth,He believes that a power to alter things inheres in the human soul.,-1
polysyllabic,"The word ""internationalism"" is polysyllabic.",-1
mano a mano,a mano a mano between the two presidential candidates,-1
brewery,"In 2009 Carlsberg was among the largest brewery groups in the world, employing around 45,000 people.",-1
tradesperson,Plumbers are among the most sought-after tradespeople.,-1
empathize,It’s very easy to empathize with the characters in her books.,-1
secede,There is likely to be civil war if the region tries to secede from the south.,-1
magneto,"Rotating fluids, cavitation, and, most surprising of all, magneto-hydrodynamics, are also overlooked (or is the latter topic to be treated in another volume?).",-1
sari,Her action reveals a pink silk bodice and midriff which would otherwise have been covered by the sari.,-1
outcrop,Concentrations of pumice clasts towards the base form trains of clasts that are traceable along the length of outcrops.,-1
artful,He has shown himself to be an artful politician.,-1
inquiring,"You have a very inquiring mind, don't you?",-1
bantering,I grew weary of his bantering style of conversation.,-1
agreeably,We were agreeably surprised by the price.,-1
jocose,His jocose manner was unsuitable for such a solemn occasion.,-1
derisory,We were awarded a derisory sum.,-1
mind-blowing,The special effects in this film are pretty mind-blowing.,-1
arty-crafty,an arty-crafty market/gift shop,-1
stupefying,stupefying heat/noise,-1
mind-boggling,She was paid the mind-boggling sum of ten million dollars for that film.,-1
antisocial personality,People with antisocial personality disorder often have no concern for their own safety and that of others.,-1
schizoid,a schizoid personality,-1
nutcase,Only complete nutcases like myself swim in the sea in winter.,-1
evildoer,The government has blamed the protests on a handful of evildoers.,-1
punctually,The meeting started punctually at 10.00 a.m.,-1
invigorated,We were invigorated by our walk.,-1
circumferential,circumferential dissection of the artery,-1
romanticize,Stop romanticizing! Nothing’s that perfect.,-1
feebleminded,These regulations will protect the foolish and feeble-minded.,-1
rumble,Please excuse my stomach rumbling - I haven't eaten all day.,-1
spray paint,She found a can of gold spray paint.,-1
stage name,David Bowie is the stage name of the singer David Jones.,-1
gilding,Sunlight gilded the children’s faces.,-1
impermanent,Acrylic paint is quick-drying but impermanent.,-1
dilapidated,The hotel we stayed in was really dilapidated.,-1
retrofitting,Retrofitting the structures proved costly and time-consuming.,-1
chastise,Charity organizations have chastised the government for not doing enough to prevent the latest famine in Africa.,-1
banish,He was banished to an uninhabited island for a year.,-1
oxytocin,Many women will choose to have labour induced with oxytocin because of the reduced risks of maternal and possibly neonatal infection.,-1
authoritative,She has an authoritative manner that at times is almost arrogant.,-1
undermining,The president has accused two cabinet members of working secretly to undermine his position/him.,-1
chancer,"He is a hypocrite and a political chancer.

From the Hansard archive",-1
glaucoma,We also explored the impact of using subjective glaucoma severitybased health state utilities (10).,-1
chiropractor,"For example, donating money to a charitable organization is praiseworthy, the pseudoscientific, exaggerated promises of some chiropractors are blameworthy.",-1
coppery,The leaves on the trees have started to turn a rich coppery colour.,-1
irreversibly,The monument has already been irreversibly damaged.,-1
the treasury,The Treasury has announced new taxes.,-1
snowbound,Hundreds of vehicles have become snowbound.,-1
snippy,A secretary asked in a snippy voice whether she could help him.,-1
oafish,oafish behaviour,-1
ill-tempered,An increasingly ill-tempered match saw three players sent off before half-time.,-1
grouchy,Don't be so grouchy!,-1
discourteous,The employees were unhelpful and discourteous.,-1
cussed,He's just plain cussed: he's only doing it because I asked him not to!,-1
clodhopping,You clodhopping idiot!,-1
thirteenth,My birthday is on the thirteenth (of October).,-1
aloe,"Against the rocky scarp on the south of the garden a plantation of aloes, yuccas and cactus has been made.",-1
fallout,cancer deaths caused by fallout from weapons testing,-1
inter alia,"The company began legal proceedings against their former employee, claiming, inter alia, breach of contract.",-1
gleeful,a gleeful smile/shout,-1
exhilarated,At the end of the race I was exhilarated.,-1
woeful,The team's woeful record consists of six defeats in seven games.,-1
ambling,He was ambling along the beach.,-1
woebegone,"When he wants to go for a walk, the dog sits by the door with a woebegone expression.",-1
underarm,underarm deodorants/hair,-1
bossa nova,"Bossa nova and rap, like all musics, present potential meanings and symbolic arrays which conflict and conflate with broader interpretations of society.",-1
saturnine,a saturnine character/look,-1
mirthless,a mirthless laugh/smile,-1
joyless,Jane is trapped in a joyless marriage.,-1
glum,You look glum. What's up?,-1
downhearted,"After hearing the news of the defeat, she told supporters not to be downhearted.",-1
dour,The normally dour Mr James was photographed smiling and joking with friends.,-1
cheerless,a cold and cheerless winter afternoon,-1
sneering,"I don't like that superior, sneering tone of his.",-1
mumbai,"About 5,000 tiffin wallahs work in Mumbai.",-1
oversupply,The coffee market is suffering from oversupply.,-1
exhale,Take a deep breath in then exhale into the mouthpiece.,-1
ios,Making money on IOs was possible even though interest rates fell last year.,-1
atheist,"As an atheist, I do not accept this religious argument.",-1
reopening,The museum has reopened after nearly two years of reconstruction.,-1
ba,Farida has a BA in History from the University of Sussex.,-1
cinematography,The cinematography is what makes this film as wonderful as it really is.,-1
unprovoked,an unprovoked attack on her character,-1
lyrebird,"The song of the superb lyrebird is a mixture of seven elements of its own song and any number of other mimicked songs and noises.

From Wikipedia",-1
ventilation,Her room had poor ventilation and in summer it became unbearably stuffy.,-1
the swa,The SWA has campaigned against buying malt whisky as an investment.,-1
accede to sth,He graciously acceded to our request.,-1
subjection,The book discusses the political subjection of the island by its larger neighbour.,-1
aerosol,Aerosols are a subset of air pollution that refers to the tiny particles suspended everywhere in our atmosphere.,-1
acclimatization,Overseas drivers driving on the opposite side of the road for the first time may need a few days of acclimatization.,-1
introspectively,His charcoal drawings suggest a man introspectively involved in his work.,-1
inconclusive,The evidence is inconclusive.,-1
retiring,to be shy and retiring,-1
cynosure,"After all, it was a great deal to be a son of a man who could so gallantly hold the position of a cynosure for three generations.",-1
barefaced,That's a barefaced lie!,-1
drapery,"I pointed out that in many nursing homes there are still draperies and hangings which spread disease.

From the Hansard archive",-1
half-baked,The government has come up with a half-baked scheme for training teachers on the job.,-1
bootstrap,"We have tried to pull ourselves up by our bootstraps.

From the Hansard archive",-1
glop,The soup was a greyish glop.,-1
rowdyism,disgraceful rowdyism in the House of Commons,-1
ill-fated,The ill-fated aircraft later crashed into the hillside.,-1
fateful,the fateful day of President Kennedy's assassination,-1
impressionistic,The new play at the Youth Theatre is an impressionistic view of life in the 50s.,-1
scottish,Scottish dancing/music,-1
close up,She took a stunning close-up of him.,-1
riddle,Scientists may have solved the riddle of Saturn's rings.,-1
neur(o)-,neuroscience,-1
resonate,His voice resonated in the empty church.,-1
caucasian,The chief suspect for the robbery is a Caucasian male.,-1
watchfully,Slowly and watchfully they walked around the perimeter of the clearing.,-1
twentieth,This is our twentieth wedding anniversary.,-1
parasol,Three different regions of the dendritic tree were analyzed in parasol cells.,-1
pdf,a PDF file,-1
second-rate,a second-rate film,-1
low-grade,Expanding car ownership and low-grade gasoline have made traffic the leading source of air pollution in major Chinese cities.,-1
exiguous,I got a teaching job at an exiguous rate of pay.,-1
below par,"If the bond is trading below par, the issuer is likely to repurchase it in the market.",-1
trifling,It was such a trifling sum of money to argue about!,-1
eloquent,She made an eloquent appeal for action.,-1
computation,the computation of the square root of pi,-1
goldmine,Manufacturers of computer-aided design systems are competing to take advantage of this potential goldmine.,-1
cryptography,"The most obvious and common application of cryptography is for securing communications, thus ensuring confidentiality and privacy.",-1
geospatial,geospatial data/information,-1
psychometric,psychometric testing,-1
extroversion,"For instance, the political effects of extroversion may differ for extroverts who are high rather than low in conscientiousness.",-1
psychographics,"Psychographics can help you to identify the young, urban clients you are looking for.",-1
firestorm,The senator’s remarks caused a firestorm of protest.,-1
nano-,a nanosecond,-1
monetization,the monetization of the national debt,-1
neutrality,Sweden isn’t likely ever to abandon its traditional neutrality.,-1
freeway,the Santa Monica freeway,-1
#NAME?,Eurocentric,-1
blah,I thought the show was blah.,-1
babyish,The older children found the toys too babyish.,-1
#NAME?,a three-quarter-sleeved dress,-1
manatee,"In total, more than 400 species - whales, dolphins, manatees, herons, egrets, etc. - were endangered.

From Europarl Parallel Corpus - English",-1
whopper,"My nose is pretty big, but my Dad's got a whopper.",-1
strapping,A big strapping lad like you shouldn't have much difficulty lifting that!,-1
the citizenry,The country’s citizenry is/are more politically aware than in the past.,-1
heavy-duty,heavy-duty tools/shoes,-1
#NAME?,"a loud-mouthed teenager (= talking very loudly, especially to attract attention)",-1
chock-full,The whole room was chock-full of books.,-1
cutup,It's hard to believe Ella was a cutup in school - she's so polite now.,-1
wag,The little dog's tail wagged in delight.,-1
ombudsman,Complaints to the Banking Ombudsman grew by 50 percent last year.,-1
numero uno,Frank is completely selfish - he only cares about number one.,-1
superimpose,The book cover had a picture of a dove superimposed on a battle scene.,-1
hyped-up,I was hyped up because it was such a big race.,-1
sequencing,A common sign of dyslexia is that the sequencing of letters when spelling words may be incorrect.,-1
overpaid,"The bureaucrats, widely regarded as under-worked and overpaid, did not get much public sympathy for their demands for a pay rise.",-1
exaggerated,exaggerated reports of the problem,-1
über-,"über-model, Gisele",-1
countable,"An example of a countable noun is ""table"", and an example of an uncountable noun is ""money"".",-1
botanist,All botanists admit that the abundance of ferns implies a moist atmosphere.,-1
harmonize,The garden has been designed to harmonize with the natural landscape.,-1
optimize,We need to optimize our use of the existing technology.,-1
tantrum,Charlie had/threw a tantrum in the shop because I wouldn’t buy him any sweets.,-1
declaring,They declared their support for the proposal,-1
reconvene,The board will reconvene at 10 a.m. tomorrow.,-1
tacitly,Smith tacitly acknowledged the failure.,-1
api,The API reported that heating oil stocks grew by 2.4 million barrels last week.,-1
the raj,the days of the Raj,-1
stateless,"This is true but irrelevant, since the stateful model allows simpler reasoning than the ""pure"" stateless one.",-1
netizen,"She is an avid netizen and enjoys checking up on her favorite websites to see if they are updated, even in the field.

From Wikipedia",-1
prima facie,There is prima facie evidence that he was involved in the fraud.,-1
chancy,Investing in the stock market is a chancy business.,-1
skinny,You should eat more - you're too skinny.,-1
subsidized,A subsidized canteen and interest free season-ticket loans are additional benefits.,-1
climax,The climax of the air show was a daring flying display.,-1
luminosity,The photographer achieved the luminosity in the image through careful manipulation in the darkroom.,-1
timeworn,a timeworn expression/excuse,-1
age-old,an age-old story of love and betrayal,-1
worldly-wise,Tyler is remarkably worldly-wise for such a young girl.,-1
with it,He reads all the style magazines and thinks he's really with it.,-1
cod,"Cod and chips, please.",-1
streetwise,McDonald was as streetwise as any of the criminals he had investigated.,-1
dexterous,a dexterous movement,-1
furnish,They've furnished the room very simply.,-1
manageable,"The work has been divided into smaller, more manageable sections.",-1
gazelle,Gazelle companies expand at double-digit rates.,-1
arabic,There are many regional varieties of Arabic.,-1
reverent,A reverent silence fell over the crowd.,-1
standardization,the drive for the global standardization of products,-1
arab,"The Arab countries include Iraq, Saudi Arabia, Syria, and Egypt.",-1
vituperation,No one else attracted such vituperation from him.,-1
disputation,"In religious disputation, there is no place for insult or invective.",-1
castigation,Health inspectors castigated the kitchen staff for poor standards of cleanliness.,-1
screed,a ranting screed against American imperialism,-1
jeremiad,The critic delivers regular jeremiads against the contemporary art world.,-1
deport,Thousands of illegal immigrants are caught and deported every year.,-1
enumerate,He enumerated the benefits of the insurance scheme.,-1
conceptualize,He argued that morality could be conceptualized (= thought about) as a series of principles based on human reason.,-1
sensitize,It seems very likely that air pollutants are sensitizing people so that they become allergic to pollen.,-1
nox,new engines which produce lower NOx emissions,-1
availing,Our efforts availed us nothing (= did not help).,-1
biometric,biometric data,-1
prima donna-ish,She is absolutely lovely and not at all prima donna-ish.,-1
validly,You can validly criticize management for being arrogant.,-1
#NAME?,They’re nothing but a bunch of war-mongers.,-1
reshaping,The sale completed a $20bn reshaping of the company.,-1
biotechnology,a biotech company/firm,-1
pre-emptive,The Treasury has decided to raise interest rates as a pre-emptive measure against inflation.,-1
pneumonia,People who are bedridden can easily get pneumonia.,-1
retinal,The disease can result in retinal damage and loss of vision.,-1
sociologically,Any aspect of society can be examined sociologically.,-1
meager,The food at my grandmother's house was meager and barely edible.,-1
misstate,Yesterday's obituary of Randall M. Klose misstated the date of his death.,-1
shiftless,"He called the young people shiftless, lazy and good-for-nothing.",-1
footloose,My sister's married but I'm still footloose and fancy-free.,-1
roaming,You will face extra costs for roaming.,-1
fly-by-night,a fly-by-night operator/organization,-1
honorable,"The neighbors are decent, honorable people.",-1
tickle,Stop! You're tickling me!,-1
dye,"For a change, why not dye your T-shirts?",-1
ante,a $30 ante,-1
con,She felt she had been conned into buying the car.,-1
not for,There has been a large increase in the number of organizations in the not-for-profit sector.,-1
godsend,"The grant was a real godsend, especially considering the theatre was going to be shut down next month.",-1
invisibility,The bits of gold in the sand were small to the point of invisibility (= so small that they almost could not be seen).,-1
workload,Teachers are always complaining about their heavy workloads.,-1
astute,an astute investor/businesswoman,-1
metaphorical,Her second novel is written in a very metaphorical style.,-1
excluding,The aircraft carries 461 people excluding the crew and cabin staff.,-1
excepting,"All the people who were on the aircraft have now been identified, excepting one.",-1
self-importance,"He's a modest, mild-mannered man, without a trace of self-importance.",-1
pretentiousness,I couldn't believe the pretentiousness of the book.,-1
pomposity,His pomposity and arrogance became clear in the interview.,-1
homologous,The wing of a bat and the arm of a man are homologous structures.,-1
doctrinaire,He has a somewhat doctrinaire approach to running the company.,-1
cliffhanger,Many of Hitchcock’s films are real cliffhangers.,-1
deface,He was fined for defacing library books.,-1
weightage,The entrance test carries 40 percent weightage in the final result.,-1
befit,"She was buried in the cathedral, as befits someone of her position.",-1
analysing,"Researchers analysed the purchases of 6,300 households.",-1
pre-empt,The minister held a press conference in order to pre-empt criticism in the newspapers.,-1
demonetize,In 2002 the currencies of twelve European countries were demonetized and replaced with the Euro.,-1
underemployment,Underemployment of skills is one of the biggest concerns among recent graduates.,-1
the blues,Billie Holiday was famous for singing the blues.,-1
milquetoast,He changes from a dorky milquetoast to a sexy macho hero.,-1
naivety,disapproving He demonstrated a worrying naivety about political issues.,-1
preconceived,"You must judge each film on its own merits, without any preconceived notions about what it's like.",-1
heralding,The president’s speech heralds a new era in foreign policy.,-1
deliverable,What are the project deliverables?,-1
snivel,He's sitting in his bedroom snivelling because he was told off for not doing his homework.,-1
paunch,The parameter studied was the number of adult worms found in the paunch of each lamb.,-1
#NAME?,a two-tiered structure,-1
tailspin,Share prices went into a tailspin when the CEO resigned.,-1
ionize,"For example, pre-adaptation to cold may protect against subsequent exposure to ionizing radiation (positive acclimation), but may increase vulnerability to hypoxia (negative acclimation).",-1
tame,After a few months' contact the monkeys become very tame.,-1
unruffled,"For a man in danger of losing his job, he appeared fairly unruffled.",-1
jejune,He made jejune generalizations about how all students were lazy and never did any work.,-1
deadpan,a deadpan expression/voice,-1
bilateral,France and Germany have signed a bilateral agreement to help prevent drug smuggling.,-1
bsc,"C.G. Smith, BSc",-1
ombré,a beautiful silk blouse in a stunning ombré pink print,-1
tracker,An Aboriginal tracker led them to the place where the plane had crashed.,-1
on the sly,He's a sly old devil - I wouldn't trust him with my money.,-1
obscurely,She died obscurely in her house in the country.,-1
protestant,Protestants and Catholics attend the same schools here.,-1
in camera,The trial was held in camera because the accused was only 14 years old.,-1
confidentially,Can I speak to you confidentially?,-1
clandestinely,"The refugees entered the country clandestinely, on foot by mountain paths.",-1
switch over,The switchover to daylight saving time represents a one percent saving of electricity annually.,-1
peacekeeping,a peacekeeping force/mission,-1
turnaround,We’ll have to improve the turnaround - three days is too long.,-1
herculean,a Herculean effort,-1
hush-hush,In the end he was forced to resign but it was all very hush-hush.,-1
telephony,We provide support for users of mobile and fixed-line telephony.,-1
sampled,"As the food looked so good, he decided to sample a little from each dish.",-1
depositing,"The flood waters fell, depositing mud over the whole area.",-1
defenceless,a small defenceless child,-1
-cum-,This is my bedroom-cum-study.,-1
luxuriate in sth,There’s nothing better after a hard day’s work than to luxuriate in a hot bath.,-1
piper,We could hear a lone piper playing in the distance.,-1
absorbency,"Presumably, it depends on other properties (just as physical absorbency does), but what are these other properties?",-1
ballpoint pen,The letter was written in blue ballpoint pen.,-1
#NAME?,double-breasted,-1
bezel,Representation of the bezel used for viewing the display.,-1
amortize,The value of the machinery is amortized over its estimated useful life.,-1
windowsill,He has a few plants in pots on the windowsill.,-1
surfboard,A thick surfboard floats well.,-1
the blower,Get on the blower and invite him round.,-1
anise,Honey baits did not differ from the anise-scented baits in their attractiveness.,-1
labrador,Labradors are used as guide dogs for blind people.,-1
brie,"As-with Brie and with oysters, Camembert should be eaten only in the ""R"" months, and of these September is the best.",-1
holistic,My doctor takes a holistic approach to disease.,-1
concealed,The robbery had been recorded on a concealed security camera.,-1
outdated,outdated weapons/ideas,-1
commercialized,What a pity Christmas has become so commercialized.,-1
expostulate,Walter expostulated with the waiter about the size of the bill.,-1
hazelnut,"However, most of the conventional hazelnut producers were also applying manure in addition to synthetic fertilizers.",-1
disfavor,"She sat down, regarding the plate in front of her with disfavour.",-1
togetherness,War had given to the community a greater sense of togetherness.,-1
min.,Cooking time required: 30–35 mins.,-1
the treasury,The Treasury has announced new taxes.,-1
self-sacrifice,"People say this is a selfish society, but frankly I've seen too much kindness, self-sacrifice and generosity to believe that.",-1
misinformed,"I was told she would be at the meeting, but clearly I was misinformed.",-1
self-absorption,Her self-absorption is total - she talks you to death about her health problems.,-1
egocentricity,He has to give up his egocentricity and develop the beginnings of a more altruistic point of view.,-1
tri-,a triangle,-1
yammer,She never stops yammering about that dog of hers.,-1
vocalize,Most patients find it very difficult to vocalize feelings of shame.,-1
blab,Someone blabbed to the press.,-1
immutable,an immutable law,-1
flustered,She seemed a little flustered.,-1
formalism,Some artists had been attracted to formalism and minimalism because of its supposed neutrality.,-1
shakespearean,a Shakespearean sonnet,-1
corroborative,corroborating evidence/reports,-1
roundel,The circumferences of the top roundels are inconsistently done.,-1
sommelier,"The master sommelier exam has an approximate 3% pass rate.

From Wikipedia",-1
sconce,"It was all hung with sconces of wax-candles, besides the common branches of lights usual in the play-houses.",-1
arrogance,He has a self-confidence that is sometimes seen as arrogance.,-1
collectivist,"In the collectivist cultures, the effect of working hours is not as disruptive as for managers working in individualistic, Anglo-Saxon cultures.",-1
mindlessly,Some children started mindlessly hurling stones at passing vehicles.,-1
#NAME?,a three-quarter-sleeved dress,-1
unchallenging,"The work I had at that time was secure, but unchallenging.",-1
watt,Do you want 60-watt light bulbs for this room?,-1
colonel,Colonel is the military rank between lieutenant-colonel and brigadier.,-1
philosophically,"Such a philosophically sanctioned inquiry for chemistry meant, however, that it resolved mixt bodies into the three spagyric principles.",-1
dissenting,There was only one dissenting voice .,-1
wordy,As usual she gave a reply which was wordy and didn't answer the question.,-1
tumid,"He had coarse features, a blunt nose, and tumid and protruded lips.",-1
ranting,His letters were the rantings of a crazy person.,-1
fustian,"About 1577, a certain type of fustian became popular in the city of Genoa.",-1
rhapsodic,The slow movement is wonderfully moody and rhapsodic.,-1
latin,a Latin poem,-1
mustache,He’s a slender man with a trim mustache.,-1
destitution,Destitution has become a major problem in the capital.,-1
#NAME?,Dalí-esque,-1
hacky,The two teenagers were kicking around a Hacky Sack in the school parking lot.,-1
cab driver,"I used to be a New York City cab driver, so I know my way around.",-1
api,The API reported that heating oil stocks grew by 2.4 million barrels last week.,-1
while away something,I used to knit a lot when I was pregnant just to while away the time.,-1
prurient,He denied that the article had been in any way prurient.,-1
#NAME?,Spanish dancing,-1
noncommittal,The ambassador was typically noncommittal when asked whether further sanctions would be introduced.,-1
bestride,He bestrode the chair as though it were a horse.,-1
extramarital,an extramarital affair,-1
skeptic,"People say it can cure colds, but I’m a skeptic.",-1
bilateralism,"This surge of bilateralism is undermining the multilateral approach to tariff cuts, and could pose a big threat to the open trading system.",-1
jobshare,a jobshare partnership,-1
categorize,The books are categorized into beginner and advanced.,-1
audacious,He described the plan as ambitious and audacious.,-1
flatworm,"If a flatworm be cut in two, the front piece grows out a new tail, the hind piece a new head, and two perfect worms result.",-1
indifferently,She shrugged indifferently.,-1
prosthesis,a prosthetic hand,-1
billiard,a billiard table,-1
airway,It was claimed the fighter jet’s interception took place inside an international airway.,-1
parsi,She returned to her old life among the Parsi community in Mumbai.,-1
python,Seasonal differences in body condition of water pythons mirrored the results for feeding rates.,-1
pertain to sth,We are only interested in the parts of the proposals that pertain to local issues.,-1
excellently,The children behaved excellently and should be very proud of themselves.,-1
divinely,The Copernican model postulated that planets move in divinely ordained perfect circles.,-1
alluringly,an alluringly beautiful/elegant woman,-1
tastefully,tastefully decorated,-1
exquisitely,Their house is exquisitely furnished.,-1
gratified,We were gratified by the response to our appeal.,-1
charmingly,We stayed at a charmingly old-fashioned hotel.,-1
attractively,She always dresses very attractively.,-1
focal,"The focal figure of the movie is Annette Corley, a dancer who has boyfriend troubles.",-1
roughhouse,A couple of boys were roughhousing (each other) in the park.,-1
obstreperous,obstreperous customers,-1
loutish,loutish behaviour,-1
ludicrousness,It points out the ludicrousness of anyone thinking that fast food is fine dining.,-1
twaddle,She dismissed the findings as utter twaddle/a load of old twaddle.,-1
poppycock,He dismissed the allegations as poppycock.,-1
bunkum,The twins sleep in bunk beds.,-1
foolishness,the foolishness of youth,-1
drivel,"You don't believe the drivel you read on the internet, do you?",-1
baloney,That's a bunch of baloney if you ask me.,-1
unhappily,They had been unhappily married for years.,-1
unrelentingly,The film is utterly humourless and unrelentingly grim.,-1
buoyantly,They were sailing swiftly and buoyantly on long rocking waves.,-1
airily,"""He can do what he likes - it doesn't bother me,"" she said airily.",-1
deign,"If she deigns to reply to my letter, I’ll be extremely surprised.",-1
keyboardist,"Primarily a bass guitarist, he was also a vocalist, keyboardist, and composer.

From Wikipedia",-1
decree,The decree stopped short of a full declaration of independence.,-1
blithely,She blithely agreed to the contract without realizing what its consequences would be.,-1
lyricist,The lyricist wrote lyrics for the music in many Broadway musicals.,-1
skateboard,He used to skateboard a mile to the subway.,-1
cedar,a cedar chest,-1
dye,"For a change, why not dye your T-shirts?",-1
stitched,This button needs to be stitched back onto my shirt.,-1
attended,Over two hundred people attended the funeral.,-1
antimicrobial,antimicrobial drugs,-1
scraping,Scrape your boots clean before you come in.,-1
internalize,He had not expected the people so readily to internalize the values of democracy.,-1
fella,There were a couple of fellas leaning up by the bar.,-1
orientate,It is essential that the public sector orientates itself more towards the consumer.,-1
shea butter,This product contains avocado oil and shea butter to leave your skin silky smooth.,-1
naturopath,"I arranged for him to be treated by a qualified naturopath.

From the Hansard archive",-1
prosciutto,"This causes the prosciutto to dry out during the cooking.

From Wikipedia",-1
shortcake,Do you like strawberry shortcake?,-1
transducer,"Thus, it is more practical to place transducers along a closed surface surrounding the object.",-1
faff,Stripping the walls was a real faff.,-1
wi-fi,The mayor said his administration would look at making Wi-Fi available citywide at little or no charge.,-1
reflexology,This seemed to improve his alertness in ways that could help him become even more cognizant of the nurturing he was receiving through reflexology.,-1
vigour,They set about their work with youthful vigour and enthusiasm.,-1
vendor,"For the past few months she's been working as a street vendor, selling fruit and vegetables.",-1
delhi,"About a mile across the plain is another group of still more remarkable sepulchers, about seven or eight miles from Delhi.",-1
importune,"As a tourist, you are importuned for money the moment you step outside your hotel.",-1
grovel,He sent a grovelling note of apology.,-1
up-front,"Before signing up to any mortgage deal, check what up-front fees you may have to pay.",-1
#NAME?,a red-throated bird,-1
airliner,"Certainly, the pilot wouldn’t be circling around Georgia and Alabama for an hour, buzzing airliners.",-1
tri-,a triangle,-1
tie up,Cambridge University Press arranged a tie-up with the German publisher Klett.,-1
bottom fisher,Preferred shares are attracting bottom-fishers after a precipitous tumble.,-1
bogart,Don't bogart the controller!,-1
handlebar moustache,"His handlebar moustache obscures his mouth and reaches his chin in length.

From Wikipedia",-1
allude to sb/sth,She mentioned some trouble that she’d had at home and I guessed she was alluding to her son.,-1
edwardian,Edwardian architecture/clothes,-1
reorganization,the office reorganization,-1
execrable,an execrable performance,-1
calamitous,"The bank went bust, with calamitous consequences for global markets.",-1
